#word,k-f-freq     ,k-f-ncats    ,k-f-nsamp    ,t-l-freq     ,brown-freq   ,fam,conc ,imag,meanc,wtype
pathos,1,1,1,14,,,,,,n
patriotism,6,3,5,30,,,,,,n
patronage,10,6,7,42,,,,,,n
patter,3,2,2,41,,,,,,n
paucity,1,1,1,,,,,,,n
pay,172,14,102,1392,34,,,,,n
peace,198,13,86,472,7,571,309,446,503,n
peat,,,,26,,,,,,n
pectin,,,,18,,,,,,n
pedagogy,,,,,1,,,,,n
peel,3,3,3,91,,507,432,436,387,n
pemmican,1,1,1,,,,,,,n
penance,5,4,5,10,,,,,,n
penicillin,1,1,1,,,494,590,501,455,n
penitence,,,,2,,,,,,n
penury,1,1,1,3,,,,,,n
pep,,,,42,,445,314,466,,v
pep,,,,42,,445,314,466,,n
perdition,,,,1,,222,272,180,,n
perfectibility,1,1,1,,,,,,,n
perfection,11,5,10,91,1,,,,,n
permanence,2,2,2,20,,,,,,n
permission,27,9,16,81,4,533,425,331,,n
perry,8,4,7,,,326,350,356,248,n
perseverance,1,1,1,6,,,,,,n
persiflage,1,1,1,,,,,,,n
persistence,9,4,6,9,,,,,,n
perspiration,1,1,1,37,,,,,,n
pertinence,2,2,2,,,,,,,n
pessimism,6,3,5,11,,,,,,n
petrol,,,,,3,,,,,n
petroleum,1,1,1,11,,,,,,n
petulance,1,1,1,2,,,,,,n
pewter,,,,20,,,,,,n
philanthropy,,,,2,,,,,,n
philology,2,2,2,2,5,183,272,162,,n
phonology,5,1,1,,1,,,,,n
phosgene,1,1,1,,,,,,,n
phosphorus,1,1,1,3,,,,,,n
photography,7,4,6,4,1,,,,,n
phraseology,3,2,3,4,1,,,,,n
physiology,2,2,2,5,1,,,,,n
pigskin,1,1,1,15,,,,,,n
piping,5,3,3,23,,451,538,491,,n
pith,1,1,1,,,,,,,n
planking,8,1,1,,,,,,,n
plasm,1,1,1,,,,,,,n
plasma,13,2,6,,,,,,,n
plasticity,4,2,2,,,,,,,n
platinum,4,3,3,35,,,,,,n
plenty,55,13,45,598,13,,,,,n
plumage,,,,16,,,,,,n
plumbing,9,5,8,3,,,,,,n
plunder,2,2,2,19,,,,,,n
pluralism,1,1,1,,,,,,,n
plush,3,3,3,4,,,,,,n
plywood,9,1,3,,,,,,,n
pneumonia,3,2,3,54,1,,,,,n
poesy,1,1,1,1,,,,,,n
poetry,88,9,25,84,36,512,425,486,,n
poignancy,2,2,2,11,,,,,,n
poise,6,6,6,114,,,,,,n
polio,1,1,1,,,463,555,561,397,n
pollen,11,3,3,24,,488,584,526,421,n
pollination,,,,4,,,,,,n
pollution,6,4,5,6,,555,463,509,508,n
polo,4,2,4,52,,446,495,524,305,n
polygamy,,,,2,,,,,,n
pomp,1,1,1,15,,,,,,n
popery,,,,,2,,,,,n
poplin,1,1,1,1,,,,,,n
popularity,17,8,13,79,,,,,,n
porcelain,2,2,2,,,,,,,n
pork,10,4,6,75,,538,585,522,435,n
porn,,,,,1,,,,,n
porridge,1,1,1,4,1,,,,,n
portraiture,1,1,1,,,,,,,n
positivism,4,1,2,,,,,,,n
postage,,,,52,,,,,,n
posterity,6,3,5,5,2,,,,,n
potash,,,,5,,,,,,n
potassium,5,1,3,9,,,,,,n
poverty,20,8,18,146,,529,343,502,,n
practicability,1,1,1,,,,,,,n
pragmatism,2,2,2,,,,,,,n
pre-emption,1,1,1,,,,,,,n
precedence,3,2,3,11,1,,,,,n
precipitation,,,,2,,,,,,n
precision,46,9,27,36,,,,,,n
precocity,1,1,1,,,,,,,n
predominance,2,1,2,3,,,,,,n
preferment,1,1,1,1,,,,,,n
preparedness,,,,,1,,,,,n
presence,76,14,60,277,2,514,326,339,402,n
preservation,17,6,8,15,,,,,,n
prestige,29,9,17,47,1,441,248,394,,n
prettiness,1,1,1,,,,,,,n
prevalence,4,4,4,6,,,,,,n
prevention,27,6,9,56,,,,,,n
prime,45,10,26,65,3,492,360,386,475,n
privacy,12,8,10,67,3,,,,,n
privet,1,1,1,,,,,,,n
probation,7,2,4,39,4,,,,,n
probity,1,1,1,,,,,,,n
procrastination,1,1,1,,1,,,,,n
prodigality,,,,1,,,,,,n
produce,82,13,63,601,18,534,432,396,418,n
productivity,17,6,11,15,,,,,,n
professionalism,2,1,1,,,,,,,n
proficiency,3,2,3,6,,,,,,n
profusion,2,1,2,14,,,,,,n
progression,2,2,2,4,1,,,,,n
prolixity,2,1,1,,,,,,,n
propaganda,30,8,21,67,2,,,,,n
propagation,8,3,4,4,,,,,,n
propulsion,6,3,4,,,,,,,n
prose,14,4,10,15,3,,,,,n
prosperity,14,8,11,144,,477,301,436,,n
prostitution,10,4,6,,,,,,,n
protoplasm,1,1,1,5,,,,,,n
provenance,1,1,1,,,,,,,n
provender,,,,1,,148,326,162,,n
prowess,2,2,2,17,,,,,,n
proximity,5,3,5,8,,,,,,n
psychiatry,3,2,2,,1,,,,,n
psychotherapy,6,3,5,,,,,,,n
puberty,1,1,1,,,,,,,n
publicity,27,12,23,196,4,,,,,n
puce,,,,,1,,,,,n
puke,1,1,1,,,,,,,n
punctuality,1,1,1,,,,,,,n
punctuation,2,2,2,,7,,,,,n
pungency,1,1,1,,,,,,,n
purgation,2,1,2,,,,,,,n
purity,12,7,12,22,,,,,,n
purport,2,2,2,13,2,,,,,n
putty,1,1,1,15,,,,,,n
quackery,6,1,2,,,,,,,n
quarantine,,,,20,,,,,,n
quartz,1,1,1,4,,,,,,n
quick,68,14,60,336,8,570,343,363,453,n
quickness,1,1,1,11,,478,288,372,,n
quicksilver,2,2,2,3,,,,,,n
quiet,76,15,59,755,18,577,389,426,451,n
quietism,2,1,1,,,,,,,n
quinine,,,,9,,,,,,n
rabies,1,1,1,1,,,,,,n
racing,22,9,15,,,,,,,n
radar,23,9,13,,,,,,,n
radiance,3,3,3,41,,,,,,n
radiography,1,1,1,,,,,,,n
radium,,,,11,,,,,,n
raiment,,,,4,,222,,373,,n
rapidity,4,3,4,22,,,,,,n
rapine,,,,2,,,,,,n
rationalism,4,1,2,,,,,,,n
rayon,,,,23,4,,,,,n
readiness,15,8,14,26,,,,,,n
realism,24,8,15,16,,,,,,n
realization,24,11,22,86,1,,,,,n
reasoning,16,9,15,47,,,,,,n
reciprocity,,,,4,,,,,,n
reclamation,,,,2,,,,,,n
recognition,44,9,33,109,6,507,266,388,,n
recourse,6,4,6,7,,,,,,n
rectitude,1,1,1,3,,,,,,n
redemption,4,2,4,14,,,,,,n
redress,2,2,2,1,,,,,,n
reek,2,2,2,13,,,,,,n
refuse,16,7,16,564,1,518,426,419,437,n
regeneration,1,1,1,3,,,,,,n
regimentation,1,1,1,,,,,,,n
rejoicing,4,4,4,12,,,,,,n
relativity,3,3,3,,,372,,,,n
relevancy,2,2,2,,,,,,,n
reliability,2,2,2,3,,,,,,n
relocation,1,1,1,,,,,,,n
reluctance,5,3,5,35,1,,,,,n
remorse,1,1,1,44,,,,,,n
remuneration,2,2,2,2,,,,,,n
renown,1,1,1,13,,383,,334,,n
renunciation,1,1,1,10,,,,,,n
repellent,1,1,1,,,,,,,n
repentance,2,2,2,9,,,,,,n
reportage,1,1,1,,,,,,,n
repose,2,2,2,36,,,,,,n
reps,3,2,3,,,,,,,n
republicanism,4,2,2,,,,,,,n
repugnance,1,1,1,4,,,,,,n
repulsion,1,1,1,4,,,,,,n
repute,2,2,2,17,,,,,,n
resentment,18,8,14,95,,440,252,352,,n
resilience,1,1,1,,,,,,,n
resonance,14,4,4,2,,,,,,n
restitution,1,1,1,2,,,,,,n
resurrection,1,1,1,7,,,,,,n
retaliation,6,4,6,4,,,,,,n
retention,12,4,7,4,,399,280,316,,n
retribution,4,4,4,7,,,,,,n
retrieval,1,1,1,,,,,,,n
retrospect,3,3,3,8,,314,,,,n
revenge,7,5,7,54,,489,305,429,,n
reverence,5,4,5,20,,,,,,n
reversibility,1,1,1,,,,,,,n
revulsion,10,7,7,16,,,,,,n
rhetoric,5,2,5,6,,,,,,n
rheum,1,1,1,,,,,,,n
rheumatism,3,2,2,18,,371,489,458,,n
rhubarb,,,,50,,,,,,n
rice,33,11,14,203,1,548,608,506,458,n
riddance,1,1,1,1,,,,,,n
rigging,2,2,2,11,,,,,,n
righteousness,6,4,6,13,,,,,,n
rightness,2,2,2,,,,,,,n
rime,1,1,1,8,,,,,,n
rolling,19,10,19,,3,514,,434,,n
romanticism,2,2,2,,,,,,,n
roofing,1,1,1,1,,,,,,n
rosewood,,,,8,,,,,,n
rosin,,,,,,199,521,435,,n
rot,8,6,6,54,1,,,,,n
rotundity,1,1,1,,,,,,,n
rouge,7,4,6,116,,,,,,n
roulette,4,4,4,17,,,,,,n
roundness,1,1,1,,,,,,,n
rubbish,4,3,4,31,10,,,,,n
rubble,1,1,1,7,,407,493,482,363,n
rue,6,5,5,51,,,,,,n
rum,3,3,3,30,,552,600,560,532,n
rummage,,,,15,,,,,,n
rummy,1,1,1,,,,,,,n
running,123,15,82,232,19,571,444,490,473,n
rust,10,4,6,30,,484,553,547,,n
rustle,4,3,3,64,,,,,,n
rye,4,2,3,24,,388,600,459,,n
sabotage,3,2,2,,,,,,,n
sackcloth,,,,1,,,,,,n
sacking,1,1,1,,3,,,,,v
sacking,1,1,1,,3,,,,,n
sacrilege,2,2,2,,,,,,,n
sadism,3,3,3,,,,,,,n
safe-conduct,1,1,1,,,,,,,n
safe-deposit,1,1,1,,,,,,,j
safety,47,10,27,279,,556,323,397,405,n
sagacity,,,,7,,172,211,232,226,n
sago,1,1,1,,,,,,,n
sainthood,1,1,1,,,,,,,n
salami,7,3,3,,,,,,,n
salesmanship,6,3,3,17,,,,,,n
saliva,4,2,2,2,,,,,,n
saltpetre,,,,,,210,525,283,,n
salvage,5,4,4,24,,,,,,n
salvation,32,4,15,40,,396,269,408,,n
sameness,4,2,2,,,,,,,n
sandalwood,2,2,2,,,,,,,n
sandstone,,,,7,,,,,,n
sanitation,11,6,10,23,,354,391,447,,n
sanity,4,4,4,42,,,,,,n
sarsaparilla,1,1,1,,,,,,,n
sateen,,,,5,,,,,,n
satiety,2,2,2,,,,,,,n
satin,5,2,3,116,,470,594,561,438,n
saturation,5,3,4,5,,,,,,n
sauerkraut,4,2,2,20,,426,604,585,339,n
savagery,1,1,1,8,,,,,,n
savory,4,3,3,25,,406,373,446,383,n
savvy,1,1,1,,,,,,,n
sawdust,3,3,3,11,,,,,,n
scaffolding,3,2,2,3,,,,,,n
scenery,14,6,13,53,,,,,,n
scepticism,5,1,2,1,1,,,,,n
schizophrenia,,,,,1,,,,,n
schnapps,1,1,1,,,,,,,n
schooling,5,3,5,17,,,,,,n
sciatica,4,2,2,,,,,,,n
scope,27,8,25,30,2,,,,,n
scorn,4,4,4,94,,417,290,364,,n
scum,,,,13,1,,,,,n
scurvy,,,,,3,,,,,n
seamanship,1,1,1,,,,,,,n
seclusion,3,3,3,15,,,,,,n
second-class,1,1,1,5,,,,,,n
secrecy,9,5,8,31,,,,,,n
secularism,1,1,1,,,,,,,n
sediment,3,1,1,7,,,,,,n
sedition,1,1,1,2,,,,,,n
seepage,2,2,2,,,,,,,n
seersucker,1,1,1,,,,,,,n
selectivity,1,1,1,,,,,,,n
self-assertion,1,1,1,,,,,,,n
self-confidence,4,4,4,15,,,,,,n
self-consciousness,5,4,5,7,,,,,,n
self-control,3,2,3,42,,,,,,n
self-denial,,,,18,,,,,,n
self-determination,7,3,4,,,,,,,n
self-esteem,4,3,4,,,,,,,n
self-help,15,3,3,,,,,,,n
self-indulgence,4,2,3,,,,,,,n
self-interest,2,1,2,,,,,,,n
self-pity,3,2,3,18,,,,,,n
self-possession,,,,7,,,,,,n
self-preservation,2,2,2,5,,,,,,n
self-reliance,1,1,1,14,,,,,,n
self-respect,4,4,4,38,,,,,,n
self-seeking,1,1,1,,,,,,,n
self-sufficiency,2,2,2,3,,,,,,n
self-will,2,2,2,,,,,,,n
selling,31,10,21,,3,514,370,376,390,n
semen,,,,,,429,550,494,413,n
seniority,2,2,2,,,,,,,n
sensationalism,2,2,2,,,,,,,n
sensuality,5,4,4,,,,,,,n
sentimentality,1,1,1,13,,,,,,n
sepia,1,1,1,,,,,,,n
serenity,6,4,6,18,,,,,,n
serge,5,2,2,17,,,,,,n
serum,18,1,4,35,,,,,,n
servitude,,,,4,,,,,,n
sesame,7,4,4,,1,,,,,n
severance,,,,5,,354,311,316,,n
sewage,29,5,7,4,,,,,,n
sewing,10,5,5,45,,,,,,n
sexuality,4,3,3,,,,,,,n
shag,1,1,1,4,,,,,,n
shale,,,,10,1,359,458,401,295,n
shame,21,8,18,210,7,534,287,419,457,n
shantung,1,1,1,,,,,,,n
sheen,2,2,2,13,1,,,,,n
sheeting,1,1,1,,,,,,,n
shellac,,,,20,,,,,,n
shimmer,1,1,1,41,,,,,,n
shine,5,4,4,328,,,,,,n
shipping,19,5,9,74,,,,,,n
shit,2,1,2,,3,,,,,v
shit,2,1,2,,3,,,,,n
shoddy,1,1,1,18,,,,,,n
shooting,48,10,18,,1,,,,,n
shopping,27,9,20,,8,,,,,n
shortcake,,,,22,,,,,,n
shortening,3,3,3,108,,,,,,n
shorthand,2,2,2,15,,,,,,n
shortness,1,1,1,2,,,,,,n
shouting,,,,,2,,,,,n
showmanship,11,2,2,,,,,,,n
shrapnel,2,1,2,5,,,,,,n
shrinkage,3,2,2,9,,,,,,n
sienna,2,1,1,,,,,,,n
sight-seeing,2,1,2,,,,,,,n
significance,66,11,51,96,,,,,,n
silica,2,1,1,,,,,,,n
silicate,1,1,1,,,,,,,n
silicon,2,2,2,2,,,,,,n
silt,,,,4,,,,,,n
silver,29,11,26,334,,528,564,582,431,n
simplicity,16,6,9,107,,,,,,n
simulation,2,2,2,,,,,,,n
sincerity,13,6,12,56,1,,,,,n
singing,47,12,28,,12,507,,471,,n
singleness,1,1,1,,,,,,,n
sinusitis,,,,,1,,,,,n
slag,,,,3,,310,426,373,251,n
slang,2,2,2,19,,512,373,411,436,n
slaughter,10,7,9,21,,,,,,n
slavery,33,4,15,26,,512,393,517,475,n
sleep,65,10,41,503,7,610,484,530,475,n
sleeping,39,14,33,211,3,,,,,n
sleet,1,1,1,27,,479,538,547,407,n
slime,,,,9,,426,545,558,384,n
sloppiness,,,,,1,,,,,n
sludge,4,1,1,,,,,,,n
slush,,,,5,,489,570,567,415,n
smallpox,2,2,2,34,,,,,,n
smart,21,9,18,477,2,602,304,396,515,n
smoking,8,5,8,,5,,,,,n
smoulder,,,,4,,,,,,n
snobbery,4,3,3,,,,,,,n
sobriety,1,1,1,5,,293,325,380,,n
soccer,3,1,1,,,521,524,570,484,n
sociability,2,2,2,8,,,,,,n
socialism,20,6,10,13,1,,,,,n
sociology,15,2,2,11,2,,,,,n
soda,3,2,2,93,,536,600,544,470,n
sodium,12,2,5,4,,403,511,423,331,n
solder,4,1,1,3,,,,,,n
solicitude,3,3,3,22,,,,,,n
solidarity,13,5,9,5,,,,,,n
solidity,4,3,3,14,,,,,,n
solipsism,1,1,1,,,,,,,n
solvency,1,1,1,,,,,,,n
somnolence,1,1,1,,,,,,,n
soot,1,1,1,8,,390,563,531,385,n
sophistication,8,4,6,17,1,,,,,n
sorghum,3,1,1,,,,,,,n
soup,16,8,12,246,2,576,615,604,435,n
south,240,15,95,378,49,540,347,476,434,n
southeast,,,,,2,,,,,n
sovereignty,28,5,8,23,,,,,,n
soy,1,1,1,,,,,,,n
spaghetti,1,1,1,26,,,,,,n
spawn,,,,8,,,,,,n
specie,2,2,2,,,,,,,n
spelt,,,,,1,,,,,p
spelt,,,,,1,,,,,n
spinach,2,2,2,113,,452,589,606,384,n
spiritualism,,,,2,,,,,,n
spirituality,1,1,1,2,,,,,,n
spite,56,11,49,457,7,459,262,405,,n
spittle,2,2,2,,,,,,,n
splutter,,,,3,,,,,,n
spontaneity,7,3,5,8,,,,,,n
sportsmanship,1,1,1,15,,,,,,n
spume,1,1,1,,,,,,,n
squalor,,,,10,,,,,,n
stability,13,6,12,17,1,,,,,n
stagnation,1,1,1,4,,,,,,n
stamina,2,2,2,14,,,,,,n
standing,101,13,74,130,7,,,,,n
starch,4,1,1,52,,459,555,497,385,n
stardom,2,1,2,,,,,,,n
starlight,1,1,1,10,,,,,,n
starvation,7,5,7,37,,,,,,n
statesmanship,2,2,2,3,,,,,,n
stationery,2,1,2,6,,,,,,n
statuary,2,2,2,3,,,,,,n
stature,15,8,12,15,,,,,,n
status,97,10,57,60,13,,,,,n
stead,5,3,5,17,,,,,,n
stealth,5,5,5,6,,,,,,n
steam,17,8,11,193,1,545,552,591,433,n
steel,45,12,31,297,,553,586,534,434,n
stenography,1,1,1,,,,,,,n
sterility,2,2,2,,,,,,,n
sterilization,5,1,1,,,,,,,n
sterling,7,5,5,19,,,,,,n
stewardship,1,1,1,,,,,,,n
stillness,9,6,8,39,,,,,,n
stoicism,5,3,3,5,,,,,,n
stoneware,3,1,1,,,,,,,n
storage,41,6,21,64,,,,,,n
stout,3,3,3,99,7,511,413,521,492,n
strangulation,1,1,1,,,,,,,n
strife,6,6,6,24,,,,,,n
strike,6,6,6,24,10,,,,,v
strychnine,4,2,2,7,,,,,,n
stubble,2,1,1,12,,,,,,n
stuffing,2,2,2,22,1,,,,,n
suavity,1,1,1,,,,,,,n
subjectivity,1,1,1,,,,,,,n
sublimity,,,,1,,,,,,n
subservience,1,1,1,,,,,,,n
subsistence,10,5,8,11,,,,,,n
subsoil,1,1,1,6,,,,,,n
suburbia,1,1,1,,,,,,,n
subversion,1,1,1,,,,,,,n
succour,,,,,,282,308,297,,n
suction,1,1,1,9,,,,,,n
suede,,,,24,1,531,578,550,393,n
suet,,,,12,,,,,,n
sufferance,,,,1,,369,260,326,,n
sufficiency,1,1,1,1,,,,,,n
suffocation,1,1,1,4,,,,,,n
suitability,1,1,1,,,,,,,n
sulphur,3,3,3,12,,445,591,561,370,n
sunder,1,1,1,1,,,,,,n
sundown,6,4,6,29,,,,,,n
sunlight,17,7,11,160,,523,515,643,,n
sunstroke,,,,3,,,,,,n
superintendence,,,,2,,,,,,n
superiority,14,6,12,34,,,,,,n
supremacy,5,4,4,21,,,,,,n
surf,1,1,1,21,,526,527,601,435,n
surrealism,1,1,1,,,,,,,n
surveillance,6,5,6,7,,,,,,n
surveying,8,2,3,17,,,,,,n
suspense,6,5,6,40,,,,,,n
suspension,12,5,9,47,,,,,,n
sustenance,3,2,3,5,,,,,,n
sward,,,,2,,155,364,207,,n
sway,5,4,4,148,,,,,,n
swearing,3,3,3,,,,,,,n
sweetness,,,,,1,,,,,n
swimming,37,9,20,,,560,548,635,502,n
syllabification,1,1,1,,,,,,,n
symmetry,7,3,3,9,,,,,,n
syntax,6,3,5,,1,,,,,n
syphilis,,,,22,,,,,,n
systematization,1,1,1,,,,,,,n
tact,6,4,6,30,,,,,,n
taffeta,2,1,1,29,,,,,,n
take-up,4,1,1,,,,,,,n
talc,,,,2,,,,,,n
talcum,,,,8,,,,,,n
tallow,1,1,1,6,,,,,,n
tannin,1,1,1,,,,,,,n
tapioca,,,,33,,,,,,n
tarnish,,,,13,,455,443,456,383,n
tat,1,1,1,,,,,,,n
taxation,11,4,6,23,,,,,,n
tearing,,,,,1,,,,,n
tedium,1,1,1,6,,,,,,n
telegraphy,1,1,1,,,,,,,n
telepathy,3,2,3,,,,,,,n
temerity,1,1,1,9,,185,285,267,230,n
tempera,1,1,1,,,,,,,n
temperance,1,1,1,15,,,,,,n
tenacity,5,4,5,5,,,,,,n
tenderloin,1,1,1,,,,,,,n
tennis,15,7,8,215,5,528,574,634,492,n
terrain,8,4,7,,,,,,,n
tetanus,1,1,1,,,,,,,n
thatch,,,,13,,,,,,n
thick,67,11,49,443,2,573,386,468,428,n
thickening,1,1,1,,,,,,,n
thinking,145,15,100,341,64,,,,,n
thirst,4,4,4,39,,,,,,n
thoroughness,1,1,1,14,,,,,,n
thrift,5,1,1,29,,,,,,n
thrombosis,1,1,1,,,,,,,n
thyme,,,,7,1,336,587,470,346,n
ticking,1,1,1,5,,,,,,v
ticking,1,1,1,5,,,,,,n
tillage,,,,1,,,,,,n
timeliness,2,2,2,,,,,,,n
timidity,1,1,1,16,,,,,,n
tinder,1,1,1,2,,,,,,n
tinfoil,,,,1,,,,,,n
tinsel,2,1,1,8,,,,,,n
tipple,1,1,1,1,,,,,,n
tiredness,,,,,1,,,,,n
today,284,14,161,1104,31,,,,,n
toleration,1,1,1,6,,,,,,n
tonight,38,10,29,638,9,,,,,n
topography,6,3,3,1,,,,,,n
torsion,1,1,1,,,,,,,n
totalitarianism,3,1,3,,,,,,,n
totality,2,2,2,,,,,,,n
traction,,,,3,,423,406,479,,n
traditionalism,3,2,2,,,,,,,n
traffic,68,11,35,237,1,,,,,n
training,156,12,55,391,12,,,,,n
tranquility,4,3,3,15,,,,,,n
transcendence,2,2,2,,,,,,,n
transcendentalism,2,2,2,,,,,,,n
transience,1,1,1,,,,,,,n
transit,16,4,7,7,,,,,,n
translucence,1,1,1,,,,,,,n
translucency,1,1,1,,,,,,,n
transpiration,4,1,1,1,,,,,,n
transportation,43,7,26,62,,487,403,430,570,n
trash,2,2,2,42,4,541,588,599,498,n
travelling,4,4,4,,5,,,,,n
treachery,,,,17,,,,,,n
treason,6,4,4,6,,396,,363,,n
trepidation,,,,15,,,,,,n
trickery,,,,9,,,,,,n
trim,20,8,14,190,,456,388,378,,n
tripe,1,1,1,6,,,,,,n
troth,,,,1,,,,,,n
troy,3,3,3,3,,,,,,n
truculence,1,1,1,,,,,,,n
tuberculosis,6,4,4,50,,461,519,426,392,n
tubing,6,3,3,6,,,,,,n
tuition,5,3,4,22,,,,,,n
tulle,1,1,1,,,,,,,n
tungsten,4,1,3,,,,,,,n
turpentine,4,1,1,9,,483,604,587,368,n
tutelage,,,,3,,,,,,n
twaddle,,,,,1,,,,,n
twilight,4,3,3,106,,423,467,588,,n
twill,,,,3,,,,,,n
twine,,,,42,,,,,,n
twinkle,3,2,2,109,1,,,,,n
typhoid,2,2,2,26,,,,,,n
typhus,3,1,1,9,,,,,,n
typography,3,1,1,,,,,,,n
nuance,1,1,1,,,,,,,n
nubile,1,1,1,,,,,,,j
nuclear,115,10,35,,,,,,,j
nucleic,1,1,1,,,,,,,j
nucleic,1,1,1,,,,,,,j
nude,20,6,11,11,1,556,,,,j
nude,20,6,11,11,1,556,,,,n
nudge,2,2,2,19,,,,,,n
nudge,2,2,2,19,,,,,,v
nudist,1,1,1,,,,,,,n
nugget,1,1,1,3,,,,,,n
ugliness,7,5,7,18,,,,,,n
nuisance,5,3,4,51,1,,,,,n
null,13,3,3,2,1,,,,,v
null,13,3,3,2,1,,,,,j
nullify,1,1,1,9,,,,,,v
numb,4,4,4,55,,487,379,477,369,n
numb,4,4,4,55,,487,379,477,369,j
numb,4,4,4,55,,487,379,477,369,v
number,472,15,204,954,57,599,395,489,473,n
number,472,15,204,954,57,599,395,489,473,v
numbers,,,,,9,,,,,v
numeral,1,1,1,12,,,,,,j
numeral,1,1,1,12,,,,,,n
numerical,19,4,12,8,1,,,,,j
numerous,47,10,41,122,3,,,,,j
nun,2,2,2,34,,500,583,617,435,n
unanimity,5,3,4,3,,269,250,216,,n
unbelief,,,,11,,366,260,332,,n
unconcern,1,1,1,9,,380,252,322,,n
unction,1,1,1,5,,239,308,213,,n
underbrush,1,1,1,8,,251,470,307,,n
undercut,2,1,2,,1,,,,,n
undergrowth,1,1,1,12,,,,,,n
underlay,1,1,1,,,,,,,n
underwear,3,2,3,44,,,,,,n
undress,,,,54,1,,,,,n
uneasiness,5,3,4,32,,451,229,411,,n
unemployment,16,5,10,93,2,,,,,n
unification,9,4,5,1,,353,266,323,,n
uniformity,11,4,6,14,,,,,,n
unison,3,3,3,13,,,,,,n
universality,3,2,3,,,,,,,n
nunnery,,,,13,,,,,,n
unrest,5,5,5,20,,444,324,379,392,n
upbringing,1,1,1,,1,,,,,n
upholstery,3,2,3,35,,380,570,478,,n
upkeep,6,4,6,16,,395,299,347,,n
uplift,1,1,1,38,,,,,,n
nuptial,,,,11,,,,,,n
nuptial,,,,11,,,,,,j
uranium,6,2,2,,,,,,,n
urgency,12,7,11,13,,,,,,n
urine,1,1,1,1,,,,,,n
nurse,17,8,14,714,4,537,588,617,452,n
nurse,17,8,14,714,4,537,588,617,452,v
nursery,13,5,8,194,,461,528,542,422,n
nurses,,,,,4,,,,,v
nursing,17,8,12,,9,,,,,v
nursing,17,8,12,,9,,,,,o
nurture,4,4,4,10,,,,,,v
nusury,,,,1,,176,300,189,,n
nut,15,7,9,205,1,,,,,v
nut,15,7,9,205,1,,,,,n
nutcracker,3,1,2,,,,,,,n
nutmeg,4,2,2,21,,354,586,526,,n
nutrient,2,2,2,3,,399,432,378,,n
nutrient,2,2,2,3,,399,432,378,,j
nutriment,,,,3,,,,,,n
nutritious,1,1,1,3,,,,,,j
nutritive,2,1,2,3,,,,,,n
nutritive,2,1,2,3,,,,,,j
nutshell,1,1,1,5,,,,,,n
utter,,,,,1,,,,,n
nutting,,,,1,,,,,,v
nutting,,,,1,,,,,,o
validity,15,7,14,6,,,,,,n
vandalism,1,1,1,,,,,,,n
variability,3,2,2,,,,,,,n
vaudeville,5,2,2,61,,,,,,n
veal,1,1,1,63,,465,528,519,385,n
vegetation,3,3,3,13,,,,,,n
vehemence,3,3,3,14,,,,,,n
veiling,1,1,1,,,,,,,n
vellum,1,1,1,4,,,,,,n
velvet,4,3,4,177,,515,580,569,380,n
velveteen,,,,4,,238,550,470,,n
vengeance,10,6,9,24,,,,,,n
venison,1,1,1,3,,,,,,n
venom,2,2,2,6,,375,476,456,,n
ventilation,6,3,5,33,,,,,,n
veracity,3,3,3,4,,,,,,n
verbiage,,,,,1,,,,,n
verdure,,,,2,,,,,,n
vermin,,,,11,,,,,,n
versatility,4,2,3,11,1,,,,,n
vertigo,1,1,1,,,,,,,n
verve,4,3,4,,,,,,,n
viability,3,2,2,,,,,,,n
vigilance,4,3,3,16,,308,305,383,,n
vigour,,,,,,426,,,,n
violence,46,9,30,81,,,,,,n
virginity,4,2,2,2,,,,,,n
virility,3,2,3,,,,,,,n
virtuosity,1,1,1,,,,,,,n
virulence,3,3,3,1,,,,,,n
viscosity,10,2,3,,,,,,,n
visibility,5,3,5,11,,,,,,n
visiting,36,13,34,,1,,,,,n
vitality,17,9,17,65,,,,,,n
vitriol,1,1,1,2,,235,472,294,,n
vivacity,2,2,2,10,,,,,,n
voile,,,,14,,,,,,n
volition,2,2,2,5,,,,,,n
vomit,,,,10,,,,,,n
voodoo,2,2,2,,1,,,,,n
walking,54,11,47,,13,559,497,574,492,n
wallpaper,7,2,4,,1,,,,,n
wampum,,,,1,,262,440,415,312,n
warfare,43,7,24,41,,,,,,n
warmth,28,12,25,153,2,560,397,551,,n
wartime,,,,,4,,,,,n
washing,44,8,15,102,4,,,,,n
wastage,1,1,1,,,,,,,n
wealth,22,8,17,243,,557,370,500,528,n
weariness,2,1,2,40,,,,,,n
wedlock,2,1,2,9,2,,,,,n
welfare,53,8,37,110,,509,309,362,457,n
well-being,9,6,8,36,,,,,,n
west,235,14,115,541,12,563,355,426,417,n
wet,53,11,40,319,3,585,478,509,458,n
whalebone,,,,2,,293,567,470,274,n
wheat,9,3,5,158,,510,594,577,447,n
wherewithal,,,,3,,,,,,n
whey,,,,9,,,,,,n
whist,,,,7,,,,,,n
whiteness,2,2,2,31,,412,384,575,,n
whitening,1,1,1,,,,,,,n
whitewash,,,,26,,,,,,n
whiz,2,1,2,24,,,,,,n
wholemeal,,,,,1,,,,,n
wholesale,7,6,6,49,,,,,,n
wickedness,,,,,1,,,,,n
wicker,4,4,4,36,,233,,390,,n
widowhood,1,1,1,,,,,,,n
wildfire,,,,6,,,,,,n
windward,,,,3,,,,,,n
